election_name,election_date,election_id,ocd_prop_id,calaccess_prop_id,ccdc_prop_id,prop_name
2009 SPECIAL ELECTION,2009-05-19 00:00:00+00:00,ocd-event/45c1816c-a98c-4b9c-aab6-b42a93611dbb,ocd-contest/94ee9470-84b6-480c-b708-2004d1c697bd,1316060,62,PROPOSITION 001D - PROTECTS CHILDREN'S SERVICES FUNDING. HELPS BALANCE STATE BUDGET.
2009 SPECIAL ELECTION,2009-05-19 00:00:00+00:00,ocd-event/45c1816c-a98c-4b9c-aab6-b42a93611dbb,ocd-contest/8f44cfe5-24e2-4e71-bdb8-2bc0526d134c,1316061,63,PROPOSITION 001E - MENTAL HEALTH SERVICES FUNDING. TEMPORARY REALLOCATION. HELPS BALANCE STATE BUDGET.
2009 SPECIAL ELECTION,2009-05-19 00:00:00+00:00,ocd-event/45c1816c-a98c-4b9c-aab6-b42a93611dbb,ocd-contest/45331a2d-3c4d-43f1-af24-565b2b3b0f5a,1316062,64,PROPOSITION 001F - ELECTED OFFICIALS' SALARIES. PREVENTS PAY INCREASES DURING BUDGET DEFICIT YEARS.
2010 PRIMARY,2010-06-08 00:00:00+00:00,ocd-event/c91864e7-f052-4f5f-83a7-bb58e35f78c5,ocd-contest/88f03487-5932-4f59-a702-6588cba7f905,1316063,65,PROPOSITION 013 - PROPERTY TAX: NEW CONSTRUCTION EXCLUSION: SEISMIC RETROFITTING.
2010 PRIMARY,2010-06-08 00:00:00+00:00,ocd-event/c91864e7-f052-4f5f-83a7-bb58e35f78c5,ocd-contest/234c29b6-ac12-47b3-a4a8-13e8cf81554d,1316969,66,PROPOSITION 014 - ELECTIONS: OPEN PRIMARIES.
2010 PRIMARY,2010-06-08 00:00:00+00:00,ocd-event/c91864e7-f052-4f5f-83a7-bb58e35f78c5,ocd-contest/28b432d6-25be-4203-b9b2-bfd4bf3bf16f,1316967,67,PROPOSITION 015 - POLITICAL REFORM ACT OF 1974: CALIFORNIA FAIR ELECTIONS ACT OF 2008.
2010 PRIMARY,2010-06-08 00:00:00+00:00,ocd-event/c91864e7-f052-4f5f-83a7-bb58e35f78c5,ocd-contest/24d1038d-e86b-430c-a7b4-cabd2be209d6,1321695,68,PROPOSITION 016 - NEW TWO-THIRDS VOTE REQUIREMENT FOR LOCAL PUBLIC ELECTRICITY PROVIDERS.
2010 PRIMARY,2010-06-08 00:00:00+00:00,ocd-event/c91864e7-f052-4f5f-83a7-bb58e35f78c5,ocd-contest/e9043a41-5eea-4e59-bcf4-6ce58e657884,1322446,69,PROPOSITION 017 - ALLOWS AUTO INSURANCE COMPANIES TO BASE THEIR PRICES IN PART ON A DRIVER'S HISTORY OF INSURANCE COVERAGE.
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/92d9bb09-bb6d-4bd1-8914-2291badd5120,1321713,50,PROPOSITION 019 - CHANGES CALIFORNIA LAW TO LEGALIZE MARIJUANA AND ALLOW IT TO BE REGULATED AND TAXED.
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/ae8ace15-ef26-4053-aca7-27c7312794c3,1322428,51,PROPOSITION 020 - REDISTRICTING OF CONGRESSIONAL DISTRICTS.
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/2a1fd870-a9c1-4015-abe1-6923c2a5ed1e,1323361,52,PROPOSITION 021 - ESTABLISHES $18 ANNUAL VEHICLE LICENSE SURCHARGE TO HELP FUND STATE PARKS AND WILDLIFE PROGRAMS AND GRANTS FREE ADMISSION TO ALL STATE PARKS TO SURCHARGED VEHICLES.
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/4af49e55-c72c-409b-8cb3-c1667a00975b,1323281,53,PROPOSITION 022 - PROHIBITS THE STATE FROM TAKING FUNDS USED FOR TRANSPORTATION OR LOCAL GOVERNMENT PROJECTS AND SERVICES.
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/a4d2ffc0-21dc-4427-beb9-6984f738ad65,1324800,54,PROPOSITION 023 - SUSPENDS AIR POLLUTION CONTROL LAWS REQUIRING MAJOR POLLUTERS TO REPORT AND REDUCE GREENHOUSE GAS EMISSIONS THAT CAUSE GLOBAL WARMING UNTIL UNEMPLOYMENT DROPS BELOW SPECIFIED LEVEL
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/e5871bcb-ac42-47f2-b327-7d4be901c47a,1323279,55,"PROPOSITION 024 - REPEALS RECENT LEGISLATION THAT WOULD ALLOW BUSINESSES TO CARRY BACK LOSSES, SHARE TAX CREDITS, AND USE A SALES-BASED INCOME CALCULATION TO LOWER TAXABLE INCOME."
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/3b3bf5b4-fd2a-4516-810c-e6652277b4d0,1323274,56,PROPOSITION 025 - CHANGES LEGISLATIVE VOTE REQUIREMENT TO PASS A BUDGET FROM TWO-THIRDS TO A SIMPLE MAJORITY. RETAINS TWO-THIRDS VOTE REQUIREMENT FOR TAXES.
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/9c0aa471-d7c7-47c4-a3de-32135e3868d6,1323965,57,PROPOSITION 026 - INCREASES LEGISLATIVE VOTE REQUIREMENT TO TWO-THIRDS FOR STATE LEVIES & CHARGES. IMPOSES ADDITIONAL REQUIREMENT FOR VOTERS TO APPROVE LOCAL LEVIES & CHARGES WITH LIMITED EXCEPTIONS.
2010 GENERAL,2010-11-02 00:00:00+00:00,ocd-event/26a9e6ca-1883-4807-b643-0acadedb284d,ocd-contest/2c3c6a43-0e74-4900-8b3a-23a3e40f3079,1324469,58,PROPOSITION 027 - ELIMINATES STATE COMMISSION ON REDISTRICTING. CONSOLIDATES AUTHORITY FOR REDISTRICTING WITH ELECTED REPRESENTATIVES.
2012 PRIMARY,2012-06-05 00:00:00+00:00,ocd-event/60ea61cd-6cc0-4d62-bfab-9ee832ab5e31,ocd-contest/9c973344-64a8-4d64-be76-d965f6481c56,1323006,37,PROPOSITION 028 - LIMITS ON LEGISLATORS' TERMS IN OFFICE. INITIATIVE CONSTITUTIONAL AMENDMENT.
2012 PRIMARY,2012-06-05 00:00:00+00:00,ocd-event/60ea61cd-6cc0-4d62-bfab-9ee832ab5e31,ocd-contest/7a2dde36-57aa-4217-a266-dc0cf9a02582,1324462,38,PROPOSITION 029 - IMPOSES ADDITIONAL TAX ON CIGARETTES FOR CANCER RESEARCH. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/7e34cb0c-e253-4742-963f-a953362cae03,1346100,39,PROPOSITION 030 - TEMPORARY TAXES TO FUND EDUCATION. GUARANTEED LOCAL PUBLIC SAFETY FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/3e92a550-ec2a-4592-ae3b-aeee13c70b7e,1343403,40,PROPOSITION 031 - STATE BUDGET. STATE AND LOCAL GOVERNMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a64e1527-c9ca-4310-b2c4-c8fea5c58534,1338955,41,PROPOSITION 032 - PROHIBITS POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTIONS. PROHIBITIONS ON CONTRIBUTIONS TO CANDIDATES. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/403cc0d7-0542-4589-ab65-ece54457a2a2,1340657,42,PROPOSITION 033 - CHANGES LAW TO ALLOW AUTO INSURANCE COMPANIES TO SET PRICES BASED ON A DRIVER'S HISTORY OF INSURANCE COVERAGE. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/9f8738a9-04b3-4523-b394-9d3d7a0119ca,1342580,43,PROPOSITION 034 - DEATH PENALTY REPEAL. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/b295c393-d977-472b-b9d0-9a06024f26c0,1343414,44,PROPOSITION 035 - HUMAN TRAFFICKING. PENALTIES. SEX OFFENDER REGISTRATION. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/861a75fd-d3d4-45a0-a3d7-43e383de8af2,1343487,45,PROPOSITION 036 - THREE STRIKES LAW. SENTENCING FOR REPEAT FELONY OFFENDERS. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/6f16d874-b81f-4013-947e-bf51d86eb4c8,1344799,46,PROPOSITION 037 - GENETICALLY ENGINEERED FOODS. MANDATORY LABELING. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/2a9a8966-2c2b-4e09-9d88-a2ccc609636a,1345063,47,PROPOSITION 038 - TAX FOR EARLY EDUCATION AND EARLY CHILDHOOD PROGRAMS. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/e9a981f9-a98e-4526-8c68-d1188fdb8492,1343442,48,PROPOSITION 039 - TAX TREATMENT FOR MULTISTATE BUSINESSES. CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING. INITIATIVE STATUTE.
2012 GENERAL,2012-11-06 00:00:00+00:00,ocd-event/6cf283c9-616c-4b5b-82b9-1fba4220ab33,ocd-contest/a8d54d37-7c88-4e02-8917-fc5f6dcd2800,1341037,49,PROPOSITION 040 - REDISTRICTING. STATE SENATE DISTRICTS. REFERENDUM.
2014 PRIMARY,2014-06-03 00:00:00+00:00,ocd-event/84285b1d-bc75-4067-90e9-3dc0a6807280,ocd-contest/24c2d153-2784-41eb-ad16-32b4cc31546e,1361706,35,PROPOSITION 041 - VETERANS HOUSING AND HOMELESS PREVENTION BOND ACT OF 2014
2014 PRIMARY,2014-06-03 00:00:00+00:00,ocd-event/84285b1d-bc75-4067-90e9-3dc0a6807280,ocd-contest/197ee5ad-5d3d-4cd6-86f2-6760d686b495,1361705,36,PROPOSITION 042 - PUBLIC INFORMATION. OPEN MEETINGS. STATE REIMBURSEMENT TO LOCAL AGENCIES. LEGISLATIVE CONSTITUTIONAL AMENDMENT.
2014 GENERAL,2014-11-04 00:00:00+00:00,ocd-event/488466a4-8090-4379-899d-480ad92e47b8,ocd-contest/a9f24466-2436-4262-b5ee-d19215655b87,1369617,29,"PROPOSITION 001 - AB 1471 WATER QUALITY, SUPPLY AND INFRASTRUCTURE IMPROVEMENT ACT OF 2014"
2014 GENERAL,2014-11-04 00:00:00+00:00,ocd-event/488466a4-8090-4379-899d-480ad92e47b8,ocd-contest/f16410a1-3d09-426c-8f22-a3bd537d17f6,1339806,30,PROPOSITION 002 - STATE RESERVE POLICY.
2014 GENERAL,2014-11-04 00:00:00+00:00,ocd-event/488466a4-8090-4379-899d-480ad92e47b8,ocd-contest/9a029313-6d4a-492f-83a7-bb367f4a79b1,1343429,31,PROPOSITION 045 - APPROVAL OF HEALTHCARE INSURANCE RATE CHANGES. INITIATIVE STATUTE.
2014 GENERAL,2014-11-04 00:00:00+00:00,ocd-event/488466a4-8090-4379-899d-480ad92e47b8,ocd-contest/4ea3f7a6-6643-4ee5-9f48-162166911767,1361585,32,PROPOSITION 046 - DRUG AND ALCOHOL TESTING OF DOCTORS. MEDICAL NEGLIGENCE LAWSUITS. INITIATIVE STATUTE.
2014 GENERAL,2014-11-04 00:00:00+00:00,ocd-event/488466a4-8090-4379-899d-480ad92e47b8,ocd-contest/c01ef74b-1351-4551-923b-bf6620a964f2,1363898,33,PROPOSITION 047 - CRIMINAL SENTENCES. MISDEMEANOR PENALTIES. INITIATIVE STATUTE.
2014 GENERAL,2014-11-04 00:00:00+00:00,ocd-event/488466a4-8090-4379-899d-480ad92e47b8,ocd-contest/5c646762-b3c1-4ca1-bc60-a345d9c8cf1b,1359095,34,PROPOSITION 048 - REFERENDUM TO OVERTURN INDIAN GAMING COMPACTS.
2016 PRIMARY,2016-06-07 00:00:00+00:00,ocd-event/0ab5dde3-7745-4602-aa1f-bf5dbada5889,ocd-contest/141d4b5a-9851-4071-8738-01909dcf6519,1382394,87,"PROPOSITION 050 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION"
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/08324a50-6e16-4a9a-8f66-ea1fa4dea70d,1376258,70,PROPOSITION 051 - SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE STATUTORY AMENDMENT.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/2d4de540-adcb-4c2e-a58b-13f43f60fff1,1362198,71,PROPOSITION 052 - STATE FEES ON HOSPITALS. FEDERAL MEDI-CAL MATCHING FUNDS. INITIATIVE STATUTORY AND CONSTITUTIONAL AMENDMENT.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/687d67df-238e-4424-89d5-7445dcd43aee,1376142,72,PROPOSITION 053 - REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/ea81f6ce-4b1c-42b9-9455-9edceafe9561,1381642,73,PROPOSITION 054 - LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/5961b189-8414-45ba-9253-eac65069e5d7,1382647,74,PROPOSITION 055 - TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/7ae8b4a5-2c36-413d-9ca5-72ce3f1e289d,1381640,75,"PROPOSITION 056 - CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND LAW ENFORCEMENT. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE."
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/8c8a3fef-6fea-4031-910f-9fbd01ba1f4d,1383319,76,PROPOSITION 057 - CRIMINAL SENTENCES. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/3db22e03-360e-45b0-bc57-d8d798dfb510,1382395,77,"PROPOSITION 058 - SB 1174 (CHAPTER 753, STATUTES OF 2014), LARA. ENGLISH LANGUAGE EDUCATION"
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/8a690633-cba0-4838-beae-8a27e058cc15,1386783,78,"PROPOSITION 059- SB 254 (CHAPTER 20, STATUTES OF 2016), ALLEN. CAMPAIGN FINANCE: VOTER INSTRUCTION"
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/1df18bd0-02a0-4d5e-96bd-6c80ff64d6f9,1376195,79,PROPOSITION 060- ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/5e7acbdb-1965-414e-b18a-7f348635344e,1377343,80,PROPOSITION 061- STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/c79212ca-2a51-459c-8ef1-2bc29c46bf39,1381268,81,PROPOSITION 062- DEATH PENALTY. INITIATIVE STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/6516fe7d-c7fb-4315-8f1d-31027eff464f,1381803,82,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/2a015401-92bc-47f6-bcf9-100ef333b05e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/9da3389c-cb25-4a94-a659-f1a09f3a9de6,1381520,84,PROPOSITION 065- CARRY-OUT BAGS. CHARGES. INITIATIVE STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/60ef9a20-9963-45f1-a170-e9e5b35a3295,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.
2016 GENERAL,2016-11-08 00:00:00+00:00,ocd-event/9c8198bc-a05f-44b9-9352-ea04800c55aa,ocd-contest/50193a28-c6b0-4105-b1b6-a82ee0805402,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.
